,original,adversary,truth,epsilon
2217,2,2,2,0.8
2218,6,8,6,0.8
2219,2,2,2,0.8
2220,6,6,6,0.8
2221,8,8,8,0.8
2222,0,0,0,0.8
2223,4,4,4,0.8
2224,5,5,5,0.8
2225,5,5,5,0.8
2226,3,3,3,0.8
2227,7,2,7,0.8
2228,0,0,0,0.8
2229,1,8,1,0.8
2230,9,9,9,0.8
2231,3,3,3,0.8
2232,7,7,7,0.8
2233,6,6,6,0.8
2234,5,8,5,0.8
2235,0,0,0,0.8
2236,9,8,9,0.8
2237,8,8,8,0.8
2238,2,2,2,0.8
2239,7,7,7,0.8
2240,0,0,0,0.8
2241,2,2,2,0.8
2242,4,4,4,0.8
2243,1,8,1,0.8
2244,6,6,6,0.8
2245,3,3,3,0.8
2246,2,2,2,0.8
2247,0,0,0,0.8
2248,8,8,8,0.8
2249,4,8,4,0.8
2250,5,5,5,0.8
2251,0,0,0,0.8
2252,4,4,4,0.8
2253,9,2,7,0.8
2254,2,2,2,0.8
2255,1,8,1,0.8
2256,7,7,7,0.8
2257,4,2,4,0.8
2258,4,4,4,0.8
2259,2,2,2,0.8
2260,2,2,2,0.8
2261,0,0,0,0.8
2262,6,6,6,0.8
2263,0,0,0,0.8
2264,1,8,1,0.8
2265,9,9,9,0.8
2266,6,6,6,0.8
2267,4,4,4,0.8
2268,0,0,0,0.8
2269,4,4,4,0.8
2270,6,6,6,0.8
2271,5,5,5,0.8
2272,7,7,7,0.8
2273,2,2,2,0.8
2274,5,5,5,0.8
2275,7,7,7,0.8
2276,6,6,6,0.8
2277,9,9,9,0.8
2278,2,2,2,0.8
2279,7,2,7,0.8
2280,3,3,3,0.8
2281,9,8,9,0.8
2282,1,1,1,0.8
2283,7,7,7,0.8
2284,7,2,7,0.8
2285,6,8,6,0.8
2286,4,4,4,0.8
2287,1,8,1,0.8
2288,0,0,0,0.8
2289,8,8,8,0.8
2290,1,1,1,0.8
2291,0,0,0,0.8
2292,8,8,8,0.8
2293,7,7,7,0.8
2294,2,2,2,0.8
2295,4,8,4,0.8
2296,0,0,0,0.8
2297,4,8,4,0.8
2298,2,2,2,0.8
2299,0,2,0,0.8
2300,3,3,3,0.8
2301,1,8,1,0.8
2302,9,8,9,0.8
2303,7,7,7,0.8
2304,8,8,8,0.8
2305,7,7,7,0.8
2306,2,2,2,0.8
2307,1,8,1,0.8
2308,5,5,5,0.8
2309,2,2,2,0.8
2310,9,8,9,0.8
2311,2,2,2,0.8
2312,5,5,5,0.8
2313,5,5,5,0.8
2314,2,2,2,0.8
2315,6,6,6,0.8
2316,0,8,0,0.8
2317,3,3,3,0.8
2318,1,1,1,0.8
2319,9,9,9,0.8
2320,5,5,5,0.8
2321,7,7,7,0.8
2322,6,6,6,0.8
2323,1,1,1,0.8
2324,6,8,6,0.8
2325,2,2,2,0.8
2326,5,5,5,0.8
2327,0,8,0,0.8
2328,6,8,6,0.8
2329,1,8,1,0.8
2330,6,5,6,0.8
2331,8,8,8,0.8
2332,0,0,0,0.8
2333,6,6,6,0.8
2334,7,9,7,0.8
2335,9,8,9,0.8
2336,2,2,2,0.8
2337,9,8,9,0.8
2338,8,8,8,0.8
2339,9,8,9,0.8
2340,5,5,5,0.8
2341,3,3,3,0.8
2342,0,0,0,0.8
2343,9,8,9,0.8
2344,8,8,8,0.8
2345,1,8,1,0.8
2346,1,8,1,0.8
2347,8,8,8,0.8
2348,2,2,2,0.8
2349,9,8,9,0.8
2350,3,3,3,0.8
2351,6,5,6,0.8
2352,7,8,7,0.8
2353,3,3,3,0.8
2354,9,9,9,0.8
2355,0,0,0,0.8
2356,9,8,9,0.8
2357,4,2,4,0.8
2358,2,2,2,0.8
2359,0,0,0,0.8
2360,0,0,0,0.8
2361,6,6,6,0.8
2362,3,3,3,0.8
2363,8,8,8,0.8
2364,4,4,4,0.8
2365,4,4,4,0.8
2366,9,8,9,0.8
2367,1,8,1,0.8
2368,2,2,2,0.8
2369,7,7,7,0.8
2370,0,0,0,0.8
2371,6,6,6,0.8
2372,4,4,4,0.8
2373,7,2,7,0.8
2374,3,3,3,0.8
2375,7,3,7,0.8
2376,3,3,3,0.8
2377,4,4,4,0.8
2378,8,8,8,0.8
2379,4,8,4,0.8
2380,7,8,7,0.8
2381,0,0,0,0.8
2382,3,3,3,0.8
2383,8,8,8,0.8
2384,6,6,6,0.8
2385,5,5,5,0.8
2386,1,1,1,0.8
2387,7,7,7,0.8
2388,5,5,5,0.8
2389,2,2,2,0.8
2390,6,6,6,0.8
2391,3,3,3,0.8
2392,0,0,0,0.8
2393,2,2,2,0.8
2394,5,5,5,0.8
2395,3,3,3,0.8
2396,2,2,2,0.8
2397,1,8,1,0.8
2398,5,5,5,0.8
2399,1,8,1,0.8
2400,2,2,2,0.8
2401,3,3,3,0.8
2402,9,8,9,0.8
2403,9,8,9,0.8
2404,8,8,8,0.8
2405,3,3,3,0.8
2406,4,8,4,0.8
2407,8,8,8,0.8
2408,1,8,1,0.8
2409,9,8,9,0.8
2410,1,8,1,0.8
2411,4,9,4,0.8
2412,0,0,0,0.8
2413,8,8,8,0.8
2414,2,2,2,0.8
2415,6,6,6,0.8
2416,1,8,1,0.8
2417,4,8,4,0.8
2418,6,6,6,0.8
2419,0,0,0,0.8
2420,6,6,6,0.8
2421,8,8,8,0.8
2422,1,1,1,0.8
2423,5,5,5,0.8
2424,2,2,2,0.8
2425,0,0,0,0.8
2426,5,5,5,0.8
2427,8,8,8,0.8
2428,0,2,0,0.8
2429,7,7,7,0.8
2430,9,8,9,0.8
2431,2,2,2,0.8
2432,1,1,1,0.8
2433,2,2,2,0.8
2434,3,3,3,0.8
2435,3,3,3,0.8
2436,3,3,3,0.8
2437,2,2,2,0.8
2438,2,2,2,0.8
2439,7,2,7,0.8
2440,8,8,8,0.8
2441,7,7,7,0.8
2442,4,8,4,0.8
2443,1,8,1,0.8
2444,1,8,1,0.8
2445,6,6,6,0.8
2446,8,8,8,0.8
2447,8,2,8,0.8
2448,3,3,3,0.8
2449,6,6,6,0.8
2450,1,1,1,0.8
2451,4,8,4,0.8
2452,6,6,6,0.8
2453,0,2,0,0.8
2454,3,3,3,0.8
2455,4,4,4,0.8
2456,3,3,3,0.8
2457,0,0,0,0.8
2458,5,6,5,0.8
2459,5,5,5,0.8
2460,3,3,3,0.8
2461,0,0,0,0.8
2462,6,2,6,0.8
2463,4,2,4,0.8
2464,1,1,1,0.8
2465,5,5,5,0.8
2466,6,8,6,0.8
2467,6,6,6,0.8
2468,1,2,1,0.8
2469,1,2,1,0.8
2470,3,3,3,0.8
2471,4,9,4,0.8
2472,0,0,0,0.8
2473,2,2,2,0.8
2474,1,8,1,0.8
2475,3,3,3,0.8
2476,2,2,2,0.8
2477,2,2,2,0.8
2478,1,8,1,0.8
2479,7,2,7,0.8
2480,4,4,4,0.8
2481,9,8,9,0.8
2482,7,2,7,0.8
2483,7,7,7,0.8
2484,7,8,7,0.8
2485,2,2,2,0.8
2486,1,1,1,0.8
2487,8,8,8,0.8
2488,1,1,1,0.8
2489,0,0,0,0.8
2490,4,8,4,0.8
2491,7,7,7,0.8
2492,8,8,8,0.8
2493,1,8,1,0.8
2494,7,7,7,0.8
2495,7,7,7,0.8
2496,8,8,8,0.8
2497,2,2,2,0.8
2498,3,3,3,0.8
2499,3,3,3,0.8
2500,0,0,0,0.8
2501,0,0,0,0.8
2502,3,3,3,0.8
2503,5,5,5,0.8
2504,0,0,0,0.8
2505,5,5,5,0.8
2506,5,5,5,0.8
2507,6,2,6,0.8
2508,4,4,4,0.8
2509,4,8,4,0.8
2510,8,8,8,0.8
2511,0,0,0,0.8
2512,0,0,0,0.8
2513,2,2,2,0.8
2514,1,2,1,0.8
2515,1,8,1,0.8
2516,1,8,1,0.8
2517,6,6,6,0.8
2518,8,8,8,0.8
2519,7,2,7,0.8
2520,4,8,4,0.8
2521,2,2,2,0.8
2522,2,2,2,0.8
2523,0,8,0,0.8
2524,1,8,1,0.8
2525,3,3,3,0.8
2526,7,7,7,0.8
2527,7,2,7,0.8
2528,6,6,6,0.8
2529,0,0,0,0.8
2530,1,1,1,0.8
2531,6,6,6,0.8
2532,3,5,3,0.8
2533,8,8,8,0.8
2534,5,5,5,0.8
2535,6,6,6,0.8
2536,4,4,4,0.8
2537,4,8,4,0.8
2538,0,0,0,0.8
2539,6,8,6,0.8
2540,7,7,7,0.8
2541,7,7,7,0.8
2542,4,8,4,0.8
2543,0,0,6,0.8
2544,4,4,4,0.8
2545,4,4,4,0.8
2546,5,5,5,0.8
2547,1,1,1,0.8
2548,6,8,6,0.8
2549,0,0,0,0.8
2550,1,8,1,0.8
2551,4,2,4,0.8
2552,8,8,8,0.8
2553,5,5,5,0.8
2554,2,2,2,0.8
2555,7,7,7,0.8
2556,2,2,2,0.8
2557,3,3,3,0.8
2558,5,5,5,0.8
2559,5,8,5,0.8
2560,5,5,5,0.8
2561,8,8,8,0.8
2562,1,8,1,0.8
2563,1,1,1,0.8
2564,9,9,9,0.8
2565,0,2,0,0.8
2566,3,3,3,0.8
2567,6,6,6,0.8
2568,7,2,7,0.8
2569,0,0,0,0.8
2570,2,2,2,0.8
2571,4,8,4,0.8
2572,2,2,2,0.8
2573,0,0,0,0.8
2574,1,8,1,0.8
2575,9,9,9,0.8
2576,7,2,7,0.8
2577,5,5,5,0.8
2578,4,8,4,0.8
2579,9,9,9,0.8
2580,3,5,9,0.8
2581,2,2,2,0.8
2582,7,8,7,0.8
2583,9,8,9,0.8
2584,3,3,3,0.8
2585,0,0,0,0.8
2586,4,4,4,0.8
2587,1,8,1,0.8
2588,9,9,9,0.8
2589,8,8,8,0.8
2590,9,9,9,0.8
2591,1,8,1,0.8
2592,6,8,6,0.8
2593,9,8,9,0.8
2594,4,4,4,0.8
2595,7,7,7,0.8
2596,4,4,4,0.8
2597,1,1,1,0.8
2598,5,5,5,0.8
2599,0,8,0,0.8
2600,4,4,4,0.8
2601,5,5,5,0.8
2602,9,2,9,0.8
2603,4,8,4,0.8
2604,0,0,0,0.8
2605,6,6,6,0.8
2606,8,8,8,0.8
2607,9,5,9,0.8
2608,9,2,9,0.8
2609,9,9,9,0.8
2610,9,9,9,0.8
2611,6,6,6,0.8
2612,2,2,2,0.8
2613,0,0,0,0.8
2614,7,2,7,0.8
2615,3,3,3,0.8
2616,2,2,2,0.8
2617,3,3,3,0.8
2618,7,7,7,0.8
2619,2,2,2,0.8
2620,1,1,1,0.8
2621,8,8,8,0.8
2622,3,3,3,0.8
2623,6,6,6,0.8
2624,7,2,7,0.8
2625,4,4,4,0.8
2626,3,3,3,0.8
2627,9,8,9,0.8
2628,1,8,1,0.8
2629,1,8,1,0.8
2630,5,5,5,0.8
2631,0,0,0,0.8
2632,5,5,5,0.8
2633,0,0,0,0.8
2634,9,8,9,0.8
2635,2,2,2,0.8
2636,7,7,7,0.8
2637,4,2,4,0.8
2638,5,5,5,0.8
2639,9,9,9,0.8
2640,2,2,2,0.8
2641,7,7,7,0.8
2642,4,8,4,0.8
2643,8,8,8,0.8
2644,3,3,3,0.8
2645,2,2,2,0.8
2646,2,2,2,0.8
2647,0,0,0,0.8
2648,1,1,1,0.8
2649,7,7,7,0.8
2650,9,8,9,0.8
2651,1,8,1,0.8
2652,1,1,1,0.8
2653,2,2,2,0.8
2654,6,6,6,0.8
2655,9,9,9,0.8
2656,4,4,4,0.8
2657,5,5,5,0.8
2658,7,7,7,0.8
2659,2,2,2,0.8
2660,1,8,1,0.8
2661,5,5,5,0.8
2662,6,6,6,0.8
2663,4,8,4,0.8
2664,1,2,1,0.8
2665,7,2,7,0.8
2666,1,1,1,0.8
2667,3,3,3,0.8
2668,4,9,4,0.8
2669,8,8,8,0.8
2670,3,3,3,0.8
2671,6,5,6,0.8
2672,5,5,5,0.8
2673,4,4,4,0.8
2674,5,5,5,0.8
2675,0,0,0,0.8
2676,8,8,8,0.8
2677,3,3,3,0.8
2678,8,8,8,0.8
2679,4,8,4,0.8
2680,5,5,5,0.8
2681,7,2,7,0.8
2682,0,0,0,0.8
2683,8,8,8,0.8
2684,0,2,0,0.8
2685,8,8,8,0.8
2686,9,8,9,0.8
2687,8,8,8,0.8
2688,6,6,6,0.8
2689,8,8,8,0.8
2690,8,8,8,0.8
2691,1,8,1,0.8
2692,3,3,3,0.8
2693,1,8,1,0.8
2694,1,1,1,0.8
2695,0,0,0,0.8
2696,9,9,9,0.8
2697,6,6,6,0.8
2698,1,8,1,0.8
2699,7,7,7,0.8
2700,7,2,7,0.8
2701,2,2,2,0.8
2702,0,0,0,0.8
2703,7,7,7,0.8
2704,0,0,0,0.8
2705,3,3,3,0.8
2706,1,8,1,0.8
2707,7,2,7,0.8
2708,9,9,9,0.8
2709,8,8,8,0.8
2710,7,7,7,0.8
2711,7,2,7,0.8
2712,5,5,5,0.8
2713,2,2,2,0.8
2714,2,2,2,0.8
2715,7,7,7,0.8
2716,1,1,1,0.8
2717,1,8,1,0.8
2718,1,8,1,0.8
2719,4,4,4,0.8
2720,5,5,5,0.8
2721,8,8,8,0.8
2722,8,8,8,0.8
2723,2,2,2,0.8
2724,6,6,6,0.8
2725,6,6,6,0.8
2726,8,8,8,0.8
2727,0,8,0,0.8
2728,9,8,9,0.8
2729,3,3,3,0.8
2730,8,8,8,0.8
2731,5,5,5,0.8
2732,0,0,0,0.8
2733,2,2,2,0.8
2734,4,4,4,0.8
2735,1,2,1,0.8
2736,3,3,3,0.8
2737,6,6,6,0.8
2738,7,2,7,0.8
2739,1,8,1,0.8
2740,5,5,5,0.8
2741,3,3,3,0.8
2742,1,8,1,0.8
2743,1,1,1,0.8
2744,9,8,9,0.8
2745,1,8,1,0.8
2746,1,8,1,0.8
2747,2,2,2,0.8
2748,8,8,8,0.8
2749,8,8,8,0.8
2750,4,4,4,0.8
2751,3,3,3,0.8
2752,9,8,9,0.8
2753,8,8,8,0.8
2754,4,4,4,0.8
2755,2,2,2,0.8
2756,9,8,9,0.8
2757,3,3,3,0.8
2758,2,2,2,0.8
2759,6,5,6,0.8
2760,8,8,8,0.8
2761,9,8,9,0.8
2762,2,2,2,0.8
2763,8,8,8,0.8
2764,6,6,6,0.8
2765,6,6,6,0.8
2766,9,9,9,0.8
2767,7,2,7,0.8
2768,6,6,6,0.8
2769,3,3,3,0.8
2770,0,0,0,0.8
2771,5,5,5,0.8
2772,7,8,7,0.8
2773,2,2,2,0.8
2774,3,3,3,0.8
2775,4,8,4,0.8
2776,9,9,9,0.8
2777,4,8,4,0.8
2778,7,7,7,0.8
2779,1,1,1,0.8
2780,3,3,3,0.8
2781,0,2,0,0.8
2782,6,8,6,0.8
2783,8,8,8,0.8
2784,6,6,6,0.8
2785,9,8,9,0.8
2786,5,5,5,0.8
2787,8,8,8,0.8
2788,3,3,3,0.8
2789,2,2,2,0.8
2790,8,8,8,0.8
2791,5,5,5,0.8
2792,6,6,6,0.8
2793,1,1,1,0.8
2794,8,8,8,0.8
2795,5,5,5,0.8
2796,0,0,0,0.8
2797,6,5,6,0.8
2798,7,2,7,0.8
2799,5,5,5,0.8
2800,2,2,2,0.8
2801,7,3,7,0.8
2802,7,2,7,0.8
2803,4,4,4,0.8
2804,4,4,4,0.8
2805,4,4,4,0.8
2806,7,7,7,0.8
2807,3,3,3,0.8
2808,3,3,3,0.8
2809,7,3,7,0.8
2810,1,8,1,0.8
2811,9,8,9,0.8
2812,1,8,1,0.8
2813,8,8,8,0.8
2814,4,8,4,0.8
2815,2,2,2,0.8
2816,8,8,8,0.8
2817,8,8,8,0.8
2818,1,8,1,0.8
2819,1,1,1,0.8
2820,3,3,3,0.8
2821,2,2,2,0.8
2822,5,5,5,0.8
2823,5,5,5,0.8
2824,7,2,7,0.8
2825,7,2,7,0.8
2826,6,2,6,0.8
2827,1,8,1,0.8
2828,7,3,7,0.8
2829,3,3,3,0.8
2830,0,0,0,0.8
2831,2,2,2,0.8
2832,7,2,7,0.8
2833,1,2,1,0.8
2834,9,9,9,0.8
2835,1,8,1,0.8
2836,3,3,3,0.8
2837,0,0,0,0.8
2838,0,8,0,0.8
2839,3,3,3,0.8
2840,3,3,3,0.8
2841,8,8,8,0.8
2842,0,0,0,0.8
2843,0,0,0,0.8
2844,2,2,2,0.8
2845,8,8,8,0.8
2846,4,8,4,0.8
2847,8,8,8,0.8
2848,9,8,9,0.8
2849,5,5,5,0.8
2850,7,7,7,0.8
2851,2,2,2,0.8
2852,4,4,4,0.8
2853,8,8,8,0.8
2854,1,8,1,0.8
2855,6,6,6,0.8
2856,5,5,5,0.8
2857,0,2,0,0.8
2858,4,4,4,0.8
2859,3,3,3,0.8
2860,5,5,5,0.8
2861,0,0,0,0.8
2862,4,9,4,0.8
2863,8,8,8,0.8
2864,4,8,4,0.8
2865,2,2,2,0.8
2866,1,8,1,0.8
2867,2,2,2,0.8
2868,8,8,8,0.8
2869,4,8,4,0.8
2870,2,2,2,0.8
2871,1,2,1,0.8
2872,7,7,7,0.8
2873,5,5,5,0.8
2874,2,2,2,0.8
2875,7,2,7,0.8
2876,9,8,9,0.8
2877,1,1,1,0.8
2878,8,8,8,0.8
2879,9,9,9,0.8
2880,0,0,0,0.8
2881,6,6,6,0.8
2882,9,9,9,0.8
2883,8,8,8,0.8
2884,4,8,4,0.8
2885,1,1,1,0.8
2886,6,6,6,0.8
2887,1,8,1,0.8
2888,1,8,1,0.8
2889,8,8,8,0.8
2890,2,2,2,0.8
2891,3,3,3,0.8
2892,5,5,5,0.8
2893,8,8,8,0.8
2894,3,3,3,0.8
2895,7,7,7,0.8
2896,7,2,7,0.8
2897,4,4,4,0.8
2898,1,1,1,0.8
2899,8,8,8,0.8
2900,9,8,9,0.8
2901,7,8,7,0.8
2902,5,5,5,0.8
2903,7,7,7,0.8
2904,4,9,4,0.8
2905,3,3,3,0.8
2906,9,9,9,0.8
2907,3,3,3,0.8
2908,8,8,8,0.8
2909,1,1,1,0.8
2910,5,5,5,0.8
2911,0,0,0,0.8
2912,1,1,1,0.8
2913,9,8,9,0.8
2914,7,7,7,0.8
2915,9,8,9,0.8
2916,4,2,4,0.8
2917,5,5,5,0.8
2918,3,3,3,0.8
2919,0,0,0,0.8
2920,7,7,7,0.8
2921,9,8,9,0.8
2922,9,8,9,0.8
2923,6,6,6,0.8
2924,9,8,9,0.8
2925,2,2,2,0.8
2926,1,8,1,0.8
2927,1,8,1,0.8
2928,9,8,9,0.8
2929,1,2,1,0.8
2930,1,8,1,0.8
2931,9,8,9,0.8
2932,0,0,0,0.8
2933,0,0,0,0.8
2934,3,3,3,0.8
2935,0,0,0,0.8
2936,5,5,5,0.8
2937,1,8,1,0.8
2938,9,8,9,0.8
2939,7,2,7,0.8
2940,9,8,9,0.8
2941,2,2,2,0.8
2942,0,0,0,0.8
2943,8,8,8,0.8
2944,7,7,7,0.8
2945,4,2,4,0.8
2946,8,8,8,0.8
2947,0,0,0,0.8
2948,3,3,3,0.8
2949,4,8,4,0.8
2950,0,8,0,0.8
2951,0,0,0,0.8
2952,5,5,5,0.8
2953,4,4,4,0.8
2954,8,8,8,0.8
2955,3,3,3,0.8
2956,7,2,2,0.8
2957,8,8,8,0.8
2958,4,4,4,0.8
2959,4,4,4,0.8
2960,0,0,0,0.8
2961,9,9,9,0.8
2962,1,8,1,0.8
2963,2,2,2,0.8
2964,2,2,2,0.8
2965,7,8,7,0.8
2966,5,5,5,0.8
2967,6,6,6,0.8
2968,3,3,3,0.8
2969,1,5,1,0.8
2970,3,3,3,0.8
2971,5,5,5,0.8
2972,5,5,5,0.8
2973,2,2,2,0.8
2974,4,8,4,0.8
2975,1,8,1,0.8
2976,0,0,0,0.8
2977,9,9,9,0.8
2978,4,8,4,0.8
2979,1,1,1,0.8
2980,4,8,4,0.8
2981,8,8,8,0.8
2982,2,2,2,0.8
2983,3,3,3,0.8
2984,1,8,1,0.8
2985,6,6,6,0.8
2986,5,5,5,0.8
2987,3,3,3,0.8
2988,3,3,3,0.8
2989,7,7,7,0.8
2990,6,6,6,0.8
2991,3,3,3,0.8
2992,2,2,2,0.8
2993,1,8,1,0.8
2994,6,6,6,0.8
2995,3,3,5,0.8
2996,4,4,4,0.8
2997,7,2,7,0.8
2998,9,8,9,0.8
2999,3,2,3,0.8
3000,2,2,2,0.8
3001,7,7,7,0.8
3002,3,3,3,0.8
3003,4,8,4,0.8
3004,9,8,9,0.8
3005,2,2,2,0.8
3006,6,6,6,0.8
3007,1,8,1,0.8
3008,5,8,5,0.8
3009,3,3,3,0.8
3010,0,0,0,0.8
3011,8,8,8,0.8
3012,1,8,1,0.8
3013,0,0,0,0.8
3014,7,7,7,0.8
3015,5,5,5,0.8
3016,5,5,5,0.8
3017,1,1,1,0.8
3018,4,2,4,0.8
3019,3,3,3,0.8
3020,9,3,9,0.8
3021,6,6,6,0.8
3022,9,5,9,0.8
3023,6,6,6,0.8
3024,4,4,4,0.8
3025,9,8,9,0.8
3026,8,8,8,0.8
3027,7,9,7,0.8
3028,6,6,6,0.8
3029,7,7,7,0.8
3030,4,9,4,0.8
3031,8,8,8,0.8
3032,8,8,8,0.8
3033,4,4,4,0.8
3034,5,5,5,0.8
3035,9,8,9,0.8
3036,5,5,5,0.8
3037,0,0,0,0.8
3038,0,0,0,0.8
3039,3,3,3,0.8
3040,2,2,2,0.8
3041,7,2,7,0.8
3042,3,5,3,0.8
3043,0,0,0,0.8
3044,9,8,9,0.8
3045,4,8,4,0.8
3046,5,5,5,0.8
3047,2,2,2,0.8
3048,8,8,8,0.8
3049,1,8,1,0.8
3050,0,0,0,0.8
3051,1,8,1,0.8
3052,7,7,7,0.8
3053,8,8,8,0.8
3054,5,5,5,0.8
3055,0,0,0,0.8
3056,9,8,9,0.8
3057,5,5,5,0.8
3058,1,8,1,0.8
3059,2,2,2,0.8
3060,6,6,6,0.8
3061,5,5,5,0.8
3062,8,8,8,0.8
3063,0,0,0,0.8
3064,8,8,8,0.8
3065,6,6,6,0.8
3066,3,3,3,0.8
3067,0,0,0,0.8
3068,9,8,9,0.8
3069,4,4,4,0.8
3070,0,0,0,0.8
3071,7,7,7,0.8
3072,6,6,6,0.8
3073,6,6,6,0.8
3074,9,8,9,0.8
3075,2,2,2,0.8
3076,1,8,1,0.8
3077,9,5,9,0.8
3078,3,3,3,0.8
3079,8,8,0,0.8
3080,5,5,5,0.8
3081,5,5,5,0.8
3082,2,2,2,0.8
3083,3,3,3,0.8
3084,0,0,0,0.8
3085,1,1,1,0.8
3086,6,6,6,0.8
3087,5,5,5,0.8
3088,5,5,5,0.8
3089,9,9,9,0.8
3090,7,7,7,0.8
3091,3,3,3,0.8
3092,4,8,4,0.8
3093,9,8,9,0.8
3094,9,8,9,0.8
3095,2,2,2,0.8
3096,9,9,9,0.8
3097,4,8,4,0.8
3098,5,5,5,0.8
3099,2,2,2,0.8
3100,2,2,2,0.8
3101,9,8,9,0.8
3102,1,8,1,0.8
3103,7,8,7,0.8
3104,5,5,5,0.8
3105,2,2,2,0.8
3106,4,2,4,0.8
3107,2,2,2,0.8
3108,6,6,6,0.8
3109,9,9,9,0.8
3110,4,4,4,0.8
3111,5,5,5,0.8
3112,1,8,1,0.8
3113,8,8,8,0.8
3114,3,3,3,0.8
3115,2,2,2,0.8
3116,2,2,2,0.8
3117,6,8,6,0.8
3118,1,1,1,0.8
3119,4,4,4,0.8
3120,6,6,6,0.8
3121,3,3,3,0.8
3122,3,3,3,0.8
3123,4,4,4,0.8
3124,9,8,9,0.8
3125,7,7,7,0.8
3126,4,4,4,0.8
3127,8,8,8,0.8
3128,0,0,0,0.8
3129,1,1,1,0.8
3130,8,8,8,0.8
3131,1,8,1,0.8
3132,2,2,2,0.8
3133,5,5,5,0.8
3134,0,0,0,0.8
3135,4,4,4,0.8
3136,1,2,1,0.8
3137,0,0,0,0.8
3138,0,0,0,0.8
3139,5,5,5,0.8
3140,5,5,5,0.8
3141,1,8,1,0.8
3142,9,8,9,0.8
3143,3,3,3,0.8
3144,4,2,4,0.8
3145,9,9,9,0.8
3146,9,9,9,0.8
3147,5,5,5,0.8
3148,2,2,2,0.8
3149,8,8,1,0.8
3150,4,2,4,0.8
3151,3,3,3,0.8
3152,6,6,6,0.8
3153,5,5,5,0.8
3154,0,0,0,0.8
3155,2,2,2,0.8
3156,7,2,7,0.8
3157,1,2,1,0.8
3158,8,8,8,0.8
3159,2,2,2,0.8
3160,9,9,9,0.8
3161,3,3,3,0.8
3162,8,8,8,0.8
3163,3,3,3,0.8
3164,9,8,9,0.8
3165,2,2,2,0.8
3166,1,8,1,0.8
3167,8,8,8,0.8
3168,3,3,3,0.8
3169,8,8,8,0.8
3170,0,0,0,0.8
3171,9,8,9,0.8
3172,5,5,5,0.8
3173,8,8,8,0.8
3174,3,3,3,0.8
3175,3,8,3,0.8
3176,0,0,0,0.8
3177,9,9,9,0.8
3178,9,8,9,0.8
3179,0,0,0,0.8
3180,0,0,0,0.8
3181,0,0,0,0.8
3182,2,8,2,0.8
3183,3,3,3,0.8
3184,0,0,0,0.8
3185,5,5,5,0.8
3186,0,0,0,0.8
3187,2,8,3,0.8
3188,6,8,6,0.8
3189,2,2,2,0.8
3190,9,9,9,0.8
3191,5,5,5,0.8
3192,5,8,5,0.8
3193,4,4,4,0.8
3194,8,8,8,0.8
3195,8,8,8,0.8
3196,6,6,6,0.8
3197,9,9,9,0.8
3198,1,8,1,0.8
3199,2,2,2,0.8
3200,8,8,8,0.8
3201,9,8,9,0.8
3202,8,8,8,0.8
3203,9,8,9,0.8
3204,6,6,6,0.8
3205,0,2,0,0.8
3206,1,8,1,0.8
3207,8,8,8,0.8
3208,9,8,9,0.8
3209,2,2,2,0.8
3210,8,8,8,0.8
3211,0,0,0,0.8
3212,0,0,0,0.8
3213,2,2,2,0.8
3214,6,6,6,0.8
3215,2,2,2,0.8
3216,3,3,3,0.8
3217,0,0,0,0.8
3218,7,8,7,0.8
3219,2,2,2,0.8
3220,4,4,4,0.8
3221,5,5,5,0.8
3222,7,7,7,0.8
3223,6,8,6,0.8
3224,5,5,5,0.8
3225,7,7,7,0.8
3226,6,6,6,0.8
3227,7,7,7,0.8
3228,9,9,9,0.8
3229,4,9,4,0.8
3230,9,8,9,0.8
3231,9,8,9,0.8
3232,1,8,1,0.8
3233,9,9,9,0.8
3234,6,6,6,0.8
3235,8,8,8,0.8
3236,4,8,4,0.8
3237,0,0,0,0.8
3238,4,4,4,0.8
3239,2,2,2,0.8
3240,3,3,3,0.8
3241,6,6,6,0.8
3242,1,1,1,0.8
3243,3,3,3,0.8
3244,1,1,1,0.8
3245,0,2,0,0.8
3246,5,5,5,0.8
3247,1,3,1,0.8
3248,9,8,9,0.8
3249,1,1,1,0.8
3250,3,3,3,0.8
3251,9,8,9,0.8
3252,3,3,3,0.8
3253,0,0,0,0.8
3254,1,1,1,0.8
3255,5,5,5,0.8
3256,1,2,1,0.8
3257,0,0,0,0.8
3258,4,4,4,0.8
3259,6,6,6,0.8
3260,7,7,7,0.8
3261,0,3,8,0.8
3262,7,7,7,0.8
3263,1,8,1,0.8
3264,0,0,0,0.8
3265,4,8,4,0.8
3266,3,3,3,0.8
3267,1,8,1,0.8
3268,3,3,3,0.8
3269,6,6,6,0.8
3270,6,6,6,0.8
3271,9,3,9,0.8
3272,2,2,2,0.8
3273,7,7,7,0.8
3274,8,8,8,0.8
3275,2,2,2,0.8
3276,9,8,9,0.8
3277,8,8,8,0.8
3278,4,5,4,0.8
3279,4,2,4,0.8
3280,3,8,3,0.8
3281,6,6,6,0.8
3282,7,2,2,0.8
3283,2,2,2,0.8
3284,9,8,9,0.8
3285,8,8,8,0.8
3286,6,6,6,0.8
3287,5,5,5,0.8
3288,2,2,2,0.8
3289,1,8,1,0.8
3290,9,3,9,0.8
3291,0,0,0,0.8
